"Refid","User","Level","Author(s)","Title ","Year","Domain","Domain_comment","","","Outcome","Outcome_comment","Biological measures","Did at least 1 group use CGM for glucose measurement?  ","Risk","Behaviors","Collection","Frequency of feedback","Communication","Theories ","Was the behavior change theory used to guide the study design? "
8146,"Kelli.Richardson,Michelle.Jospe",3,"Gomel, M., Oldenburg, B., Simpson, J. M., Owen, N.","Work-site cardiovascular risk reduction: a randomized trial of health risk assessment, education, counseling, and incentives",1993,CVD,,,,"CVD management",,"Blood pressure,Body composition/Body fat,Lipids,Weight/BMI",,Yes,"Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"Transtheoretical Model","Yes, study design guided by theory"
8223,"Kelli.Richardson,Michelle.Jospe",3,"Gopalan, A., Suttner, L., Troxel, A. B., McDonough, K., Schapira, M. M.","Testing patient-informed approaches for visually depicting the hemoglobin A1c value to patients with poorly controlled diabetes: a randomized, controlled trial",2020,Diabetes,,,"Type 1 diabetes,Type 2 diabetes","Glycemic control",,HbA1c,,No,"None explicitly stated",Other,"More than once",One-way,"Chronic Care Model,Health Belief Model,Social Learning Theory,Transtheoretical Model","Yes, study design guided by theory"
8287,"Kelli.Richardson,Michelle.Jospe",3,"Gow, R. W., Trace, S. E., Mazzeo, S. E.","Preventing weight gain in first year college students: an online intervention to prevent the ""freshman fifteen""",2010,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"Social Cognitive Theory","Yes, study design guided by theory"
8337,"Kelli.Richardson,Michelle.Jospe",3,"Grant, R. W., O'Brien, K. E., Waxler, J. L., Vassy, J. L., Delahanty, L. M., Bissett, L. G., Green, R. C., Stember, K. G., Guiducci, C., Park, E. R., Florez, J. C., Meigs, J. B.","Personalized genetic risk counseling to motivate diabetes prevention: a randomized trial",2013,Diabetes,,,Prediabetes,"Weight management ",,Genetics,,No,"Diet,Physical activity",Other,Once,One-way/Real-time,"Transtheoretical Model","Yes, study design guided by theory"
8386,"Kelli.Richardson,Michelle.Jospe",3,"Green, B. B., Anderson, M. L., Cook, A. J., Catz, S., Fishman, P. A., McClure, J. B., Reid, R. J.","e-Care for heart wellness: a feasibility trial to decrease blood pressure and cardiovascular risk",2014,CVD,,,,"CVD management",,"Blood pressure,Lipids,Weight/BMI",,"Mixed use (some were,  some weren't)","Diet,Medication/treatment use or adherence,Physical activity","Self-measurement,Other","Once,More than once","One-way/Real-time,Device/One-way/Real-time","Chronic Care Model","Yes, study design guided by theory"
8388,"Kelli.Richardson,Michelle.Jospe",3,"Green, B. B., Cook, A. J., Ralston, J. D., Fishman, P. A., Catz, S. L., Carlson, J., Carrell, D., Tyll, L., Larson, E. B., Thompson, R. S.","Effectiveness of home blood pressure monitoring, Web communication, and pharmacist care on hypertension control: a randomized controlled trial",2008,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Diet,Physical activity",Self-measurement,"More than once","Device/One-way,Device/One-way/Real-time","Chronic Care Model","Yes, study design guided by theory"
8416,"Kelli.Richardson,Michelle.Jospe",3,"Greene, J., Sacks, R., Piniewski, B., Kil, D., Hahn, J. S.","The impact of an online social network with wireless monitoring devices on physical activity and weight loss",2013,"General health promotion",,,,"Behavior change",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
8434,"Kelli.Richardson,Michelle.Jospe",3,"Greenwood, D. A., Blozis, S. A., Young, H. M., Nesbitt, T. S., Quinn, C. C.","Overcoming Clinical Inertia: A Randomized Clinical Trial of a Telehealth Remote Monitoring Intervention Using Paired Glucose Testing in Adults With Type 2 Diabetes",2015,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity,Stress management",Self-measurement,"More than once","Device/One-way,Device/Real-time","Chronic Care Model","No, theory acknowledged in discussion"
8501,"Kelli.Richardson,Michelle.Jospe",3,"Grilo, S. A., Shallcross, A. J., Ogedegbe, G., Odedosu, T., Levy, N., Lehrer, S., Chaplin, W., Spruill, T. M.","Food insecurity and effectiveness of behavioral interventions to reduce blood pressure, New York City, 2012-2013",2015,Diabetes,,,"Type 2 diabetes,CVD","Blood pressure management",,"Blood pressure",,No,"Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction,Stress management",Self-measurement,"More than once","Device,Device/Real-time","None explicitly stated",
8547,"Kelli.Richardson,Michelle.Jospe",3,"Grossman, J. A., Arigo, D., Bachman, J. L.","Meaningful weight loss in obese postmenopausal women: a pilot study of high-intensity interval training and wearable technology",2018,Overweight/Obesity,,,,"Weight management ",,"Heart rate,Weight/BMI",,No,"Diet,Physical activity","Self-measurement,Other","More than once",Device/Real-time,"None explicitly stated",
8574,"Kelli.Richardson,Michelle.Jospe",3,"Grover, S. A., Lowensteyn, I., Joseph, L., Kaouache, M., Marchand, S., Coupal, L., Boudreau, G., Cardiovascular Health Evaluation to Improve, Compliance, Knowledge Among Uninformed Patients Study, Group","Patient knowledge of coronary risk profile improves the effectiveness of dyslipidemia therapy: the CHECK-UP study: a randomized controlled trial",2007,CVD,,,,"Lipid management",,"Blood pressure,Glucose,Lipids,Weight/BMI",No,Yes,"None explicitly stated",Other,"More than once",One-way/Real-time,"None explicitly stated",
8603,"Kelli.Richardson,Michelle.Jospe",3,"Gu, Y., Bao, X., Wang, Y., Meng, G., Wu, H., Zhang, Q., Liu, L., Song, K., Wang, Y., Niu, K.","Effects of self-monitoring devices on blood pressure in older adults with hypertension and diabetes: a randomised controlled trial",2020,Diabetes,,,CVD,"Blood pressure management",,"Blood pressure",,No,"Diet,Medication/treatment use or adherence,Physical activity,Sleep",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
8625,"Kelli.Richardson,Michelle.Jospe",3,"Guerci, B., Drouin, P., Grange, V., Bougneres, P., Fontaine, P., Kerlan, V., Passa, P., Thivolet, Ch, Vialettes, B., Charbonnel, B., Group, Asia","Self-monitoring of blood glucose significantly improves metabolic control in patients with type 2 diabetes mellitus: the Auto-Surveillance Intervention Active (ASIA) study",2003,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Glucose,HbA1c",No,No,"Diet,Physical activity","Self-measurement,Other","More than once","Real-time,Device/Real-time","None explicitly stated",
8677,"Kelli.Richardson,Michelle.Jospe",3,"Gunawardena, K. C., Jackson, R., Robinett, I., Dhaniska, L., Jayamanne, S., Kalpani, S., Muthukuda, D.","The Influence of the Smart Glucose Manager Mobile Application on Diabetes Management",2019,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity",Self-measurement,"More than once","Device,Device/One-way","None explicitly stated",
8686,"Kelli.Richardson,Michelle.Jospe",3,"Guo, H., Tian, X., Li, R., Lin, J., Jin, N., Wu, Z., Yu, D.","Reward-based, task-setting education strategy on glycemic control and self-management for low-income outpatients with type 2 diabetes",2014,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction,Stress management",Self-measurement,"More than once",Device/Real-time,"Other : processing efficiency theory","No, theory acknowledged in discussion"
8767,"Kelli.Richardson,Michelle.Jospe",3,"Haapala, I., Barengo, N. C., Biggs, S., Surakka, L., Manninen, P.","Weight loss by mobile phone: a 1-year effectiveness study",2009,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Alcohol use cessation/reduction,Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"Self-Efficacy Theory","Yes, study design guided by theory"
8795,"Kelli.Richardson,Michelle.Jospe",3,"Haddow, J. E., Knight, G. J., Kloza, E. M., Palomaki, G. E., Wald, N. J.","Cotinine-assisted intervention in pregnancy to reduce smoking and low birthweight delivery",1991,Pregnancy/Postpartum,,,,"Pregnancy/infant health",,Cotinine/Nicotine,,No,"Smoking cessation/reduction",Other,"More than once",One-way/Real-time,"None explicitly stated",
8827,"Kelli.Richardson,Michelle.Jospe",3,"Haggerty, A. F., Hagemann, A., Barnett, M., Thornquist, M., Neuhouser, M. L., Horowitz, N., Colditz, G. A., Sarwer, D. B., Ko, E. M., Allison, K. C.","A Randomized, Controlled, Multicenter Study of Technology-Based Weight Loss Interventions among Endometrial Cancer Survivors",2017,Cancer,,Survivors,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once","Device/One-way,Device/Real-time","None explicitly stated",
8828,"Kelli.Richardson,Michelle.Jospe",3,"Haggerty, A. F., Huepenbecker, S., Sarwer, D. B., Spitzer, J., Raggio, G., Chu, C. S., Ko, E., Allison, K. C.","The use of novel technology-based weight loss interventions for obese women with endometrial hyperplasia and cancer",2016,Cancer,,"Patient diagnosed/on treatment",,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once","Device/One-way,Device/One-way/Real-time","None explicitly stated",
8829,"Kelli.Richardson,Michelle.Jospe",3,"Hagglund, E., Lynga, P., Frie, F., Ullman, B., Persson, H., Melin, M., Hagerman, I.","Patient-centred home-based management of heart failure. Findings from a randomised clinical trial evaluating a tablet computer for self-care, quality of life and effects on knowledge",2015,CVD,,,,"Behavior change",,Weight/BMI,,No,"Hydration,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
8866,"Kelli.Richardson,Michelle.Jospe",3,"Hajek, P., Taylor, T. Z., Mills, P.","Brief intervention during hospital admission to help patients to give up smoking after myocardial infarction and bypass surgery: randomised controlled trial",2002,CVD,,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
8868,"Kelli.Richardson,Michelle.Jospe",3,"Hajek, P., West, R., Lee, A., Foulds, J., Owen, L., Eiser, J. R., Main, N.","Randomized controlled trial of a midwife-delivered brief smoking cessation intervention in pregnancy",2001,Pregnancy/Postpartum,,,,"Substance use cessation/reduction",,"Carbon monoxide",,No,"Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
8892,"Kelli.Richardson,Michelle.Jospe",3,"Hales, S., Turner-McGrievy, G. M., Wilcox, S., Fahim, A., Davis, R. E., Huhns, M., Valafar, H.","Social networks for improving healthy weight loss behaviors for overweight and obese adults: A randomized clinical trial of the social pounds off digitally (Social POD) mobile app",2016,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/One-way,"Self-determination theory,Social Cognitive Theory,Social Ecological Model","Yes, study design guided by theory,No, theory acknowledged in discussion"
8898,"Kelli.Richardson,Michelle.Jospe",3,"Halimi, S., Charpentier, G., Grimaldi, A., Grenier, J. L., Baut, F., Germain, B., Magnette, J.","Effect on compliance, acceptability of blood glucose self-monitoring and HbA(1c) of a self-monitoring system developed according to patient's wishes. The ACCORD study",2001,Diabetes,,,"Type 1 diabetes,Type 2 diabetes","Glycemic control",,Glucose,No,No,"None explicitly stated",Self-measurement,"More than once",Device,"Other : attachment theory","No, theory acknowledged in discussion"
8910,"Kelli.Richardson,Michelle.Jospe",3,"Hall, S. M., Bass, A., Monroe, J.","Continued contact and monitoring as follow-up strategies: a long-term study of obesity treatment",1978,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,Diet,Self-measurement,"More than once",Device,"Self-regulation theory","Yes, study design guided by theory"
8911,"Kelli.Richardson,Michelle.Jospe",3,"Hall, S. M., Hall, R. G., Borden, B. L., Hanson, R. W.","Follow-up strategies in the behavioral treatment of overweight",1975,Overweight/Obesity,,,,"Weight management ",,Weight/BMI,,No,Diet,"Self-measurement,Other","More than once","Device,Device/Real-time","Self-regulation theory","No, theory acknowledged in discussion"
8919,"Kelli.Richardson,Michelle.Jospe",3,"Halle, M., Rohling, M., Banzer, W., Braumann, K. M., Kempf, K., McCarthy, D., Schaller, N., Predel, H. G., Scholze, J., Fuhrer-Sakel, D., Toplak, H., Berg, A., group, Acoorh study","Meal replacement by formula diet reduces weight more than a lifestyle intervention alone in patients with overweight or obesity and accompanied cardiovascular risk factors-the ACOORH trial",2021,"Metabolic syndrome",,,,"Weight management ",,Weight/BMI,,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
9009,"Kelli.Richardson,Michelle.Jospe",3,"Hanley, J., Fairbrother, P., Krishan, A., McCloughan, L., Padfield, P., Paterson, M., Pinnock, H., Sheikh, A., Sudlow, C., Todd, A., McKinstry, B.","Mixed methods feasibility study for a trial of blood pressure telemonitoring for people who have had stroke/transient ischaemic attack (TIA)",2015,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"None explicitly stated",Self-measurement,"More than once",Device/One-way,"None explicitly stated",
9012,"Kelli.Richardson,Michelle.Jospe",3,"Hanlon, P., McEwen, J., Carey, L., Gilmour, H., Tannahill, C., Tannahill, A., Kelly, M.","Health checks and coronary risk: further evidence from a randomised controlled trial",1995,"General health promotion",,,,"Health risk improvement",,"Blood pressure,Lipids,Weight/BMI",,"Mixed use (some were,  some weren't)","Alcohol use cessation/reduction,Diet,Physical activity,Smoking cessation/reduction",Other,Once,Real-time,"None explicitly stated",
9031,"Kelli.Richardson,Michelle.Jospe",3,"Hansen, C. R., Perrild, H., Koefoed, B. G., Zander, M.","Video consultations as add-on to standard care among patients with type 2 diabetes not responding to standard regimens: a randomized controlled trial",2017,Diabetes,,,"Type 2 diabetes","Glycemic control",,"Blood pressure,Glucose,Weight/BMI",No,No,"None explicitly stated",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
9056,"Kelli.Richardson,Michelle.Jospe",3,"Harashima, S., Fukushima, T., Sasaki, M., Nishi, Y., Fujimoto, S., Ogura, M., Yamane, S., Tanaka, D., Harada, N., Hamasaki, A., Nagashima, K., Nakahigashi, Y., Seino, Y., Inagaki, N.","Self-monitoring of blood glucose (SMBG) improves glycaemic control in oral hypoglycaemic agent (OHA)-treated type 2 diabetes (SMBG-OHA study)",2013,Diabetes,,,"Type 2 diabetes","Glycemic control",,Glucose,No,No,"Diet,Physical activity",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
9226,"Kelli.Richardson,Michelle.Jospe",3,"Hassanein, M., Kumwenda, M. J., Hemida, K., Clark, K., Roberts, J., Pritchard Jones, C., Gandham, S., Swidan, A., Mallappa, H., Hobson, P.","Structured hypertension education program for people with type 2 diabetes, the SHED study",2021,Diabetes,,,"Type 2 diabetes,CVD","Blood pressure management",,"Blood pressure",,No,"Diet,Medication/treatment use or adherence,Physical activity,Smoking cessation/reduction",Self-measurement,"More than once",Device/Real-time,"None explicitly stated",
9321,"Kelli.Richardson,Michelle.Jospe",3,"Haynes, R. B., Sackett, D. L., Gibson, E. S., Taylor, D. W., Hackett, B. C., Roberts, R. S., Johnson, A. L.","Improvement of medication compliance in uncontrolled hypertension",1976,CVD,,,,"Blood pressure management",,"Blood pressure",,No,"Medication/treatment use or adherence","Self-measurement,Other","More than once",Device/One-way/Real-time,"None explicitly stated",
